BSNL SSA,DISTRICT,LOCATION,PS/HO,PHASE,Router,VoIP,Video Conference,Primary Link,Secondary Link,DATE,Landline No.,STATUS,USER-ID,STATIC-IP,
RCH,Lohardaga,Kairo,PS,2,1900,Yes,Yes,RF-AIRTEL,,11-01-18,,Commissioned,,,
RCH,Lohardaga,Kisko,PS,2,1900,Yes,Yes,LL/ 2 Mbps,,06-10-16,,Commissioned,,,
RCH,Lohardaga,Mahila Lohardaga,PS,,,No,No,P2P/UTP,VPNODongal-JIO,1.4.2013,,Commissioned,,,
RCH,Lohardaga,SC/ST PS,PS,,,No,No,P2P/UTP,VPNODongal-JIO,1.4.2013,,Commissioned,,,
RCH,Lohardaga,Ahatu PS,PS,,,No,No,P2P/UTP,,,,Commissioned,,,
DMK,Pakur,Pakur Nagar P.S,PS,1,1900,Yes,Yes,LL/ 2 Mbps,,01-10-13,06435-220095,Commissioned,pkr_tb_sb@jkd.cctns.in,10.17.150.21,
DMK,Pakur,Hiranpur  ,PS,2,1900,Yes,Yes,RF-AIRTEL,VPNODongal-JIO,10-06-18,,Commissioned,id6435229001_vpn@jkd.cctns.in ,10.11.88.226,
DMK,Pakur,Amrapara  ,PS,2,1900,No,Yes,VPNoDongle - Airtel,,8.3.2019,,Commissioned,id6423229002_vpn@jkd.cctns.in ,10.11.88.224,
DMK,Pakur,Pakuria ,PS,2,1900,Yes,Yes,RF-AIRTEL,VPNoDongle - Airtel,10-06-18,,Commissioned,id6423229003_vpn@jkd.cctns.in ,10.11.88.225,
DMK,Pakur,Muffasil  ,PS,2,1900,Yes,Yes,RF-AIRTEL,VPNODongal-JIO,11-12-18,,Commissioned,,,
DMK,Pakur,Littipara ,PS,2,1900,Yes,Yes,RF-AIRTEL,VPNoDongle - Airtel,10-06-18,,Commissioned,,,
DMK,Pakur,Maheshpur  ,PS,2,1900,Yes,Yes,RF-AIRTEL,,24.12.2018,,Commissioned,,,
DMK,Pakur,Mahila,PS,,,No,Yes,P2P/UTP,,6.3.2019,,Commissioned,,,
DMK,Pakur,ST/SC ,PS,2,,,,P2P/UTP,,20.02.2020,,Commissioned,,,
DTJ,Palamau,AHTU,PS,,,No,Yes,P2P/UTP,,,,Commissioned,,,
DTJ,Palamau,Bisrampur ,PS,2,1900,No,Yes,VPNODongal-JIO,,30.3.2019,,Commissioned,id6584279111@jkd.cctns.in,10.11.88.156,
DTJ,Palamau,Chainpur  ,PS,2,1900,No,Yes,VPNoBB,,16-05-13,06586-251055,Commissioned,id6586251055_chnps@jkd.cctns.in,10.11.88.165,
DTJ,Palamau,Chhattarpur ,PS,2,1900,No,Yes,VPNoBB,VPNODongal-JIO,06-05-13,,Commissioned,,,
DTJ,Palamau,Cyber PS,PS,,,No,Yes,VPNODongal-JIO,,18.3.2019,,Commissioned,,,
DTJ,Palamau,Haidernagar ,PS,2,1900,No,Yes,VPNODongal-JIO,,06-11-13,06566-232603,Commissioned,id6566232603_hnrps@jkd.cctns.in,10.11.88.171,
DTJ,Palamau,Hariharganj ,PS,2,1900,No,Yes,VPNoBB,,23-08-13,06566-251290,Commissioned,id6566251290_hngps@jkd.cctns.in,10.11.88.179,
DTJ,Palamau,Hussainabad  ,PS,2,1900,No,Yes,VPNoBB,VPNODongal-JIO,06-03-13,06566-222012,Commissioned,id6566222012_jplth@jkd.cctns.in,10.11.88.252,
DTJ,Palamau,Lesliganj  ,PS,2,1900,No,Yes,VPNoBB,,25-05-13,06562-282624,Commissioned,id6562282624_lslps@jkd.cctns.in,10.11.88.164,
DTJ,Palamau,Mahila Chattarpur,PS,,,No,Yes,P2P/UTP,VPNODongal-JIO,,,Commissioned,,,
DTJ,Palamau,Mahila Hussainabad,PS,,,No,Yes,P2P/UTP,VPNODongal-JIO,,,Commissioned,,,
DTJ,Palamau,Mahila Palamu,PS,,,No,Yes,P2P/UTP,,,,Commissioned,,,
DTJ,Palamau,Manatu ,PS,2,1900,Yes,Yes,RF-Airtel,,11-01-18,,Commissioned,,,
DTJ,Palamau,Mohamadganj  ,PS,2,1900,No,Yes,VPNODongal-JIO,,26-08-13,6566242402,Commissioned,id6566242402_mdgps@jkd.cctns.in,,
DTJ,Palamau,Nawabazar,PS,2,,Yes,Yes,VPNODongal-JIO,,19.3.2019,,Commissioned,,,
DTJ,Palamau,"Nawadia Bazar, Nawadih",PS,2,1900,Yes,Yes,VPNODongal-JIO,,19.3.2019,,Commissioned,,,
DTJ,Palamau,Nawajaipur ,PS,2,1900,Yes,Yes,RF-Airtel,,28-11-18,,Commissioned,,,
DTJ,Palamau,Padwa,PS,2,,No,Yes,VPNoBB,,24-06-13,06560-289406,Commissioned,id6560289406_pdwps@jkd.cctns.in,10.11.88.177,
DTJ,Palamau,Palamu Nagar  PS,PS,1,800,Yes,No,LL/ 2 Mbps,,31-12-12,06562-227043,Commissioned,pal_ds_th@jkd.cctns.in,10.11.88.66,
DTJ,Palamau,Pandu  ,PS,2,1900,Yes,Yes,RF-Airtel,,13-12-18,,Commissioned,id6584279104_pndps@jkd.cctns.in,10.11.88.182,
DTJ,Palamau,Panki  ,PS,2,1900,No,Yes,VPNoBB,,31-05-13,06562-262226,Commissioned,id6562262226_pnkps@jkd.cctns.in,10.11.88.173,
DTJ,Palamau,Patan  ,PS,2,1900,No,Yes,VPNoBB,,24-06-13,06560-279427,Commissioned,id6560279427_ptnps@jkd.cctns.in,,
DTJ,Palamau,Pipara,PS,2,,Yes,No,VPNODongal-JIO,,,,Commissioned,,,
DTJ,Palamau,Pipratand ,PS,2,1900,Yes,Yes,RF-Airtel,VPNODongal-JIO,18.3.2019,,Commissioned,id6562279113_ptdps@jkd.cctns.in,10.8.198.70,
DTJ,Palamau,Rail,PS,2,1900,Yes,Yes,LL/ 2 Mbps,,30-12-16,,Commissioned,,,
DTJ,Palamau,Ramgarh  ,PS,2,1900,Yes,Yes,VPNODongal-JIO,,18.3.2019,,Commissioned,id6586279111_rghps@jkd.cctns.in,10.11.88.161,
DTJ,Palamau,Rehla  ,PS,2,1900,No,Yes,VPNoBB,,05-10-13,06584-262750,Commissioned,id6584262750_rhlps@jkd.cctns.in,10.11.88.157,
DTJ,Palamau,Sadar PS Palamau,PS,2,1900,Yes,No,RF-Airtel,,23-11-18,,Commissioned,,,
DTJ,Palamau,Satbarwa,PS,,,No,Yes,VPNODongal-JIO,,19.3.2019,,Commissioned,,,
DTJ,Palamau,SC/ST PS,PS,,,No,Yes,P2P/UTP,,6.3.2019,,Commissioned,,,
DTJ,Palamau,Tarhasi,PS,2,1900,Yes,Yes,RF-Airtel,,11-01-18,,Commissioned,id6562279111@jkd.cctns.in,10.11.88.162,
DTJ,Palamau,Untari Road,PS,2,800,Yes,No,RF-Airtel,,12-11-18,,Commissioned,id6561279115@jkd.cctns.in,,
RCH,PHQ,ATS-PHQ,PS,2,800,Yes,No,LL/10 Mbps,,,,Commissioned,,,
HZB,Ramgarh,Ramgarh Nagar P.S,PS,1,1900,Yes,Yes,LL/ 2 Mbps,,01-03-13,06553-221020,Commissioned,ram_ps@jkd.cctns.in,10.11.88.75,
HZB,Ramgarh,Gola ,PS,2,1900,No,Yes,VPNoBB,,18-04-13,06553-274208,Commissioned,vpn_gla_ps@jkd.cctns.in,10.123.224.134,
HZB,Ramgarh,Rajrappa ,PS,2,1900+800,No,Yes,VPNODongal-JIO,Bharatnet,13.3.2019,,Commissioned,wimaxvpn_rajrappa@jkd.cctns.in,10.11.88.120,
HZB,Ramgarh,Barlanga ,PS,2,1900+800,No,Yes,VPNODongal-JIO,Bharatnet,25.2.2019,,Commissioned,wimaxvpn_barlanga@jkd.cctns.in,10.11.88.170,
HZB,Ramgarh,Mandu ,PS,2,1900,Yes,Yes,RF-AIRTEL,Bharatnet,10-04-18,,Commissioned,,,
HZB,Ramgarh,Patratu ,PS,2,1900,Yes,Yes,LL/ 2 Mbps,,24-09-16,,Commissioned,,,
HZB,Ramgarh,Basal  ,PS,2,1900,Yes,Yes,LL/ 2 Mbps,,21-09-16,,Commissioned,,,
HZB,Ramgarh,Barkakana Rail,PS,2,1900,Yes,No,RF-AIRTEL,,13-10-18,,Commissioned,,,
HZB,Ramgarh,SC/ST PS,PS,,,No,No,P2P/UTP,,6.3.2019,,Commissioned,,,
HZB,Ramgarh,Mahila ,PS,,,No,No,P2P/UTP,VPNODongal-JIO,6.3.2019,,Commissioned,,,
RCH,Ranchi,Hindpiri,PS,1,800,Yes,Yes,LL/ 2 Mbps,,25-05-16,,Commissioned,,,
RCH,Ranchi,Angara ,PS,1,1900+800,No,Yes,VPNoBB,,20-10-12,06522-262025,Commissioned,rch_aga_sb@jkd.cctns.in,10.11.88.29,
RCH,Ranchi,Argora ,PS,1,800,Yes,Yes,LL/ 2 Mbps,,27-05-16,,Commissioned,,,
RCH,Ranchi,Bariatu ,PS,1,800,Yes,Yes,LL/ 2 Mbps,,28-05-16,,Commissioned,,,
RCH,Ranchi,Bero ,PS,1,1900,No,Yes,VPNoBB,,21-09-12,06529-255003,Commissioned,rch_ber_sb@jkd.cctns.in,10.11.88.32,
RCH,Ranchi,Budmu,PS,1,1900+800,No,Yes,VPNoBB,,24-09-12,06531-274011,Commissioned,rch_bur_sb@jkd.cctns.in,10.11.88.34,
RCH,Ranchi,Bundu ,PS,1,1900,No,Yes,VPNoBB,,25-09-12,06530-255041,Commissioned,rch_bun_sb@jkd.cctns.in,10.11.88.40,
RCH,Ranchi,Chanho,PS,1,1900+800,Yes,Yes,RF-Airtel,,10-04-18,06531-274784,Commissioned,rch_cha_sb@jkd.cctns.in,10.11.88.31,
RCH,Ranchi,Chutia ,PS,1,800,Yes,Yes,LL/ 2 Mbps,,11-06-12,,Commissioned,,,
RCH,Ranchi,D. Market ,PS,1,800,Yes,Yes,LL/ 2 Mbps,,30-05-16,,Commissioned,,,
RCH,Ranchi,Dhurwa ,PS,1,800,Yes,Yes,LL/ 2 Mbps,,06-01-16,0651-2445590,Commissioned,rch_dhu_ps@jkd.cctns.in,10.11.88.59,
RCH,Ranchi,Doranda ,PS,1,800,Yes,Yes,LL/ 2 Mbps,,06-01-16,0651-2481030,Commissioned,rch_dor_ps@jkd.cctns.in,10.11.88.56,
RCH,Ranchi,Gonda ,PS,1,1900+800,Yes,Yes,LL/ 2 Mbps,,06-02-16,,Commissioned,,,
RCH,Ranchi,Hatia Rail,PS,1,1900+800,Yes,Yes,LL/ 2 Mbps,,06-02-16,0651-2600110,Commissioned,rch_drm_ps@jkd.cctns.in,10.11.88.70,
RCH,Ranchi,Itki ,PS,1,1900,No,Yes,VPNoBB,,24-09-12,06528-227011,Commissioned,rch_itk_sb@jkd.cctns.in,10.11.88.33,
RCH,Ranchi,Jagarnathpur ,PS,1,800,Yes,Yes,LL/ 2 Mbps,,06-02-16,,Commissioned,,,
RCH,Ranchi,Kanke ,PS,1,1900+800,Yes,Yes,LL/ 2 Mbps,,06-02-16,0651-2450117,Commissioned,rch_knk_ps@jkd.cctns.in,10.11.88.22,
RCH,Ranchi,Khalari,PS,1,1900,No,Yes,VPNoBB,,19-10-12,06531-246014,Commissioned,rch_khe_ps@jkd.cctns.in,10.11.88.45,
RCH,Ranchi,Kotwali ,PS,1,800,Yes,Yes,LL/ 2 Mbps,,06-02-16,,Commissioned,,,
RCH,Ranchi,Lalpur ,PS,1,800,Yes,Yes,LL/ 2 Mbps,,06-02-16,,Commissioned,,,
RCH,Ranchi,Lapung,PS,1,1900+800,No,Yes,VPNoBB,,11-07-12,06529-271023,Commissioned,rch_lap_ps@jkd.cctns.in,10.11.88.44,
RCH,Ranchi,Lower Bazar ,PS,1,800,Yes,Yes,LL/ 2 Mbps,,06-03-16,0651-2351003,Commissioned,rch_low_ps@jkd.cctns.in,10.11.88.54,
RCH,Ranchi,Mahila,PS,1,,Yes,Yes,P2P/UTP,VPNODongal-JIO,11-08-12,,Commissioned,,,
RCH,Ranchi,Makluskigunj ,PS,1,1900+800,No,Yes,VPNoBB,,25-09-12,06531-276018,Commissioned,rch_mcg_sb@jkd.cctns.in,10.11.88.35,
RCH,Ranchi,Mandar ,PS,1,1900+800,Yes,Yes,LL/ 2 Mbps,,06-03-16,06531-224550,Commissioned,rch_man_ps@jkd.cctns.in,10.11.88.48,
RCH,Ranchi,Nagari,PS,1,1900,No,Yes,VPNoBB,VPNODongal-JIO,25-09-12,0651-2775011,Commissioned,rch_ngr_sb@jkd.cctns.in,10.11.88.41,
RCH,Ranchi,Namkum ,PS,1,800,Yes,Yes,LL/ 2 Mbps,,06-03-16,0651-2261400,Commissioned,rch_nkm_ps@jkd.cctns.in,10.11.88.57,
RCH,Ranchi,Narkopi ,PS,1,1900+800,Yes,Yes,RF-Airtel,,16-10-18,06529-255028,Commissioned,rch_nar_ps@jkd.cctns.in,10.11.88.63,
RCH,Ranchi,Ormanjhi ,PS,1,1900+800,Yes,Yes,RF-Airtel,,16-10-18,0651-2576001,Commissioned,rch_omj_ps@jkd.cctns.in,10.11.88.47,
RCH,Ranchi,Pithoria ,PS,1,1900+800,Yes,Yes,RF-Airtel,VPNODongal-JIO,12-01-18,,Commissioned,rch_pit_ps@jkd.cctns.in,10.11.88.53,
RCH,Ranchi,Ranchi Rail,PS,1,800,Yes,Yes,LL/ 2 Mbps,,06-03-16,,Commissioned,,,
RCH,Ranchi,Ratu ,PS,1,800,Yes,Yes,LL/ 2 Mbps,,06-03-16,,Commissioned,,,
RCH,Ranchi,Sikidiri ,PS,1,1900+800,No,Yes,VPNoBB,,18-10-12,06522-266011,Commissioned,rch_sik_sb@jkd.cctns.in,10.11.88.28,
RCH,Ranchi,Silli ,PS,1,1900+800,No,Yes,VPNoBB,,18-10-12,06522-244064,Commissioned,rch_mur_sb@jkd.cctns.in,10.11.88.30,
RCH,Ranchi,Sonahatu,PS,1,1900+800,Yes,Yes,RF-Airtel,,24-11-18,06530-254044,Commissioned,rch_son_ps@jkd.cctns.in,10.11.88.52,
RCH,Ranchi,ST/SC ,PS,1,800,Yes,Yes,LL/ 2 Mbps,,06-04-16,0651-2217010,Commissioned,rch_stsc_ps@jkd.cctns.in,10.11.88.51,
RCH,Ranchi,Sukhdeo Nagar,PS,1,800,Yes,Yes,LL/ 2 Mbps,,06-04-16,,Commissioned,,,
RCH,Ranchi,Tamar ,PS,1,1900+800,No,Yes,VPNoBB,,11-06-12,06530-252458,Commissioned,rch_tam_ps@jkd.cctns.in,10.11.88.46,
RCH,Ranchi,Tatisilway ,PS,1,1900+800,Yes,Yes,LL/ 2 Mbps,,06-06-16,0651-2265779,Commissioned,rch_tsl_ps@jkd.cctns.in,10.11.88.55,
RCH,Ranchi,Thakur Gaown,PS,1,,No,No,VPNODongal-JIO,,1.4.2019,,Commissioned,rch_rat_ps@jkd.cctns.in,10.11.88.42,
RCH,Ranchi,Sadar ,PS,1,800,Yes,Yes,LL/ 2 Mbps,,06-06-16,0651-2544635,Commissioned,rch_rmc_ps@jkd.cctns.in,10.11.88.50,
RCH,Ranchi,"Rail,Muri",PS,2,1900+800,Yes,Yes,LL/ 2 Mbps,,06-06-16,,Commissioned,,,
RCH,Ranchi,Khelgaon,PS,2,,No,No,VPNODongal-JIO,,2.4.2019,,Commissioned,,,
RCH,Ranchi,Cyber PS,PS,2,,No,No,P2P/UTP,,2.4.2019,,Commissioned,,,
RCH,Ranchi,AHTU,PS,2,,No,No,P2P/UTP,,2.4.2019,,Commissioned,,,
RCH,Ranchi,Mahila & Child Protection PS Bundu,PS,2,,No,No,VPNODongal-JIO,,2.4.2019,,Commissioned,,,
RCH,Ranchi,DsamFall,PS,1,,No,No,VPNODongal-JIO,,2.4.2019,,Commissioned,,,
DMK,Sahibganj,Sahibganj Nagar P.S,PS,1,1900+800,Yes,Yes,LL/ 2 Mbps,,01-05-13,06436-222281,Commissioned,sbj_tb_sb@jkd.cctns.in,10.17.150.19,
DMK,Sahibganj,Taljhari  ,PS,2,1900,Yes,Yes,RF-AIRTEL,,16-11-18,06426-246215,Commissioned,,,
DMK,Sahibganj,Borio ,PS,2,1900,Yes,Yes,RF-AIRTEL,,10-05-18,06436-252078,Commissioned,,,
DMK,Sahibganj,Rajmahal  ,PS,2,1900,No,Yes,VPNoBB,VPNODongal-JIO,06-06-13,06426-228020,Commissioned,id6426228020_vpn@jkd.cctns.in ,10.122.66.149,
DMK,Sahibganj,Barharwa ,PS,2,1900,Yes,Yes,RF-AIRTEL,,10-05-18,,commissioned,id626229010_vpn@jkd.cctns.in ,10.11.88.240,
DMK,Sahibganj,Barhet  ,PS,2,1900,Yes,Yes,RF-AIRTEL,,15-11-18,06436-268680,Commissioned,id6436268680_vpn@jkd.cctns.in ,10.17.150.52,
DMK,Sahibganj,Radhanagar ,PS,2,1900,Yes,Yes,RF-AIRTEL,,16-11-18,,Commissioned,id6426229011_vpn@jkd.cctns.in ,10.11.88.241,
DMK,Sahibganj,Kotalpokhar ,PS,2,1900,Yes,Yes,RF-AIRTEL,,,,Commissioned,id6426229012_vpn@jkd.cctns.in ,10.11.88.242,
DMK,Sahibganj,Ranga ,PS,2,1900,Yes,Yes,VPNODongal-JIO,,4.3.2019,,Commissioned,id6426229013_vpn@jkd.cctns.in ,10.11.88.243,
DMK,Sahibganj,Rail,PS,2,1900,Yes,Yes,LL/ 2 Mbps,,23-08-16,,Commissioned,,,
DMK,Sahibganj,Barharwa Rail,PS,2,1900,Yes,No,RF-AIRTEL,,,,Commissioned,,,
DMK,Sahibganj,Mirzachauki ,PS,2,1900,Yes,Yes,LL/ 2 Mbps,,25-08-16,,Commissioned,,,
DMK,Sahibganj,Muffasil,PS,2,1900,Yes,Yes,RF-AIRTEL,,16-11-18,,Commissioned,,,
DMK,Sahibganj,SC/ST PS,PS,,,No,No,P2P/UTP,,6.3.2019,,Commissioned,,,
DMK,Sahibganj,Mahila Sahebganj,PS,,,No,No,P2P/UTP,VPNODongal-JIO,6.3.2019,,Commissioned,,,
DMK,Sahibganj,Tinpahar,PS,,,No,No,VPNODongal-JIO,,12.2.2019,,Commissioned,,,
JSR,Saraikela,Seraikela Nagar P.S,PS,1,1900+800,Yes,Yes,LL/ 2 Mbps,VPNODongal-JIO,29-12-12,06597-234143,Commissioned,cctns_6597234143@jkd.cctns.in,10.13.99.6,
JSR,Saraikela,Adityapur P.S,PS,2,,No,Yes,VPNoBB,VPNODongal-JIO,16-04-13,0657-2370020,Commissioned,cctns_6572370020@jkd.cctns.in,10.13.99.17,
JSR,Saraikela,Chandil  P.S,PS,2,1900,No,Yes,VPNoBB,VPNODongal-JIO,27-04-13,06591-234844,Commissioned,cctns_6591236844@jkd.cctns.in,10.13.99.15,
JSR,Saraikela,Nimdih   P.S,PS,2,1900,No,Yes,VPNoBB,VPNODongal-JIO,05-08-13,06591-233335,Commissioned,cctns_6591233335@jkd.cctns.in,10.13.99.30,
JSR,Saraikela,Chandil Rail,PS,2,1900,No,Yes,VPNODongal-JIO,,11.3.2019,,Commissioned,cctns_6591293845@jkd.cctns.in,10.11.88.12,
JSR,Saraikela,Chouka   P.S,PS,2,1900,Yes,Yes,RF-AIRTEL,VPNODongal-JIO,25.12.2018,,Commissioned,cctns_6591293831@jkd.cctns.in,10.11.92.5,
JSR,Saraikela,Tiruldih   P.S,PS,2,1900,Yes,Yes,RF-AIRTEL,VPNODongal-JIO,22-10-18,,Commissioned,,,
JSR,Saraikela,Ichagarh  P.S,PS,2,1900,Yes,Yes,RF-AIRTEL,VPNODongal-JIO,10-09-18,,Commissioned,,,
JSR,Saraikela,Kharsawan P.S,PS,2,1900,No,Yes,VPNoBB,VPNODongal-JIO,06-06-13,06583-254922,Commissioned,cctns_6583254922@jkd.cctns.in,10.13.99.44,
JSR,Saraikela,Kuchai P.S,PS,2,1900,No,Yes,VPNoBB,VPNODongal-JIO,31-05-13,06583--253231,Commissioned,cctns_6583253231@jkd.cctns.in,10.13.99.38,
JSR,Saraikela,Rajnagar P.S,PS,2,1900+800,Yes,Yes,RF-AIRTEL,VPNODongal-JIO,10-05-18,,Commissioned,cctns_6597293844@jkd.cctns.in,10.11.92.3,
JSR,Saraikela,Kandra  P.S,PS,2,1900,Yes,Yes,RF-AIRTEL,VPNODongal-JIO,10-09-18,,Commissioned,,,
JSR,Saraikela,Gamharia P.S,PS,2,1900,Yes,Yes,RF-AIRTEL,VPNODongal-JIO,10-08-18,,Commissioned,cctns_6572944182@jkd.cctns.in,10.11.92.15,
JSR,Saraikela,"RIT, Jamshedpur",PS,2,800,Yes,Yes,LL/ 2 Mbps,VPNODongal-JIO,12-12-13,0657-2370273,Commissioned,cctns_6572370273@jkd.cctns.in,10.13.99.57,
JSR,Saraikela,SC/ST PS,PS,,,No,No,P2P/UTP,VPNODongal-JIO,5.3.2019,,Commissioned,,,
JSR,Saraikela,Mahila & Child Protection PS ,PS,,,No,No,P2P/UTP,VPNODongal-JIO,5.3.2019,,Commissioned,,,
RCH,Simdega,Simdega Nagar P.S ,PS,1,1900,Yes,Yes,LL/ 2 Mbps,,31-12-12,06525-225351,Commissioned,rch_sim_ps@jkd.cctns.in,10.11.88.71,
RCH,Simdega,Kolebira,PS,2,1900+800,Yes,Yes,VPNODongal-JIO,,23-03-13,06527-265456,Commissioned,kolebira_ps@jkd.cctns.in,10.11.88.129,
RCH,Simdega,Jaldega ,PS,2,1900,Yes,Yes,RF-AIRTEL,,04-05-19,06527-277223,Commissioned,jaldega_ps@jkd.cctns.in,10.11.88.127,
RCH,Simdega,T.Tanger ,PS,2,1900+800,No,Yes,VPNoBB,VPNODongal-JIO,12.02.2019,06525-273131,Commissioned,thetaitanger_ps@jkd.cctns.in,10.11.88.128,
RCH,Simdega,Kersai,PS,2,1900,Yes,Yes,RF-AIRTEL,,30-11-18,,Commissioned,kersai_ps@jkd.cctns.in,10.11.88.142,
RCH,Simdega,Bolwa ,PS,2,1900,Yes,No,Not Feasible,,,,Not Feasible,rch_bol_ps@jkd.cctns.in,10.11.88.88,
RCH,Simdega,Mahabuang ,PS,2,800,No,No,P2P/UTP,VPNODongal-JIO,1.4.2019,,Commissioned,mahabuang_ps@jkd.cctns.in,10.11.88.121,
RCH,Simdega,Rengari,PS,2,800,No,No,VPNoDongle - Airtel,,14.2.2019,,Commissioned,rengari_ps@jkd.cctns.in,10.11.88.123,
RCH,Simdega,Pakartand,PS,2,1900,Yes,Yes,VPNODongal-JIO,,1.4.2019,,Commissioned,pakartand_ps@jkd.cctns.in,10.11.88.122,
RCH,Simdega,Muffasil ,PS,2,800,Yes,No,P2P/UTP,,,,Commissioned,,,
RCH,Simdega,Kurdeg ,PS,2,1900,No,Yes,VPNoDongle - Airtel,,14.2.2019,,Commissioned,,,
RCH,Simdega,Bano ,PS,2,1900,Yes,Yes,LL/ 2 Mbps,,01-03-17,,Commissioned,,,
RCH,Simdega,Mahila,PS,,,No,No,P2P/UTP,VPNODongal-JIO,12.2.2019,,Commissioned,,,
RCH,Simdega,SC/ST PS,PS,,,No,No,VPNODongal-JIO,,28.3.2019,,Commissioned,,,
RCH,Simdega,AHTU,PS,,,No,No,VPNODongal-JIO,,28.3.2019,,Commissioned,,,
DHN,Bokaro,Bermo  CI,HO,2,,No,No,VPNoBB,,20-04-13,06549-220525,Commissioned,dhn_6549220525@jkd.cctns.in,10.17.150.48,
DHN,Bokaro,Marafari CI,HO,2,,No,No,VPNoBB,,05-11-13,06542-248045,Commissioned,dhn_6542248045@jkd.cctns.in,10.17.150.42,
DHN,Bokaro,Chas Muffasil CI,HO,2,,No,No,VPNoBB,,29-05-13,06542-265100,Commissioned,dhn_6542265100@jkd.cctns.in,10.17.150.75,
DHN,Bokaro,Chandankiyari CI,HO,2,,No,No,VPNoBB,,30-05-13,06542-230701,Commissioned,dhn_6542230701@jkd.cctns.in,10.17.150.74,
DHN,Bokaro,Jaridih CI,HO,2,,No,No,VPNoBB,,27-05-13,06542-250060,Commissioned,dhn_6542250060@jkd.cctns.in,10.17.150.76,
DHN,Bokaro,Gomia CI,HO,2,,No,No,VPNoBB,,07-01-13,06549-230035,Commissioned,dhn_6549230035@jkd.cctns.in,10.17.150.83,
DHN,Bokaro,S.B office,HO,1,,No,No,VPNoBB,,09-05-12,06542-220181,Commissioned,bok_6542220181@jkd.cctns.in,10.17.150.3,
DHN,Bokaro,D.I.G. BOKARO,HO,2,800,Yes,No,LL/ 2 Mbps,,18-07-16,,Commissioned,,,
DHN,Bokaro,Dy SP(HQ),HO,2,800,Yes,No,P2P/UTP,,26-05-16,,Commissioned,,,
DHN,Bokaro,"JAP-4,Bokaro",HO,2,800,Yes,No,LL/ 2 Mbps,,16-06-16,,Commissioned,,,
DHN,Bokaro,Policeline,HO,2,800,Yes,No,LL/ 2 Mbps,,24-05-16,24-05-16,Commissioned,,,
DHN,Bokaro,District Control room,HO,2,800,Yes,No,LL/ 2 Mbps,,24-05-16,24-05-16,commissioned,,,
DHN,Bokaro,S P Office,HO,2,800,Na,Na,LL/ 2 Mbps,VPNODongal-JIO,23-05-16,,Commissioned,,,
JSR,Chaibasa,Tebo  ,PS,2,1900,Yes,No,Not Feasible,,,,Not Feasible,,,
JSR,Chaibasa,Gudri,PS,2,,No,No,Not Feasible,,,,Not Feasible,,,
JSR,Chaibasa,Noamundi CI,HO,2,,No,No,P2P/UTP,VPNODongal-JIO,26-07-13,,Commissioned,cctns_6596293839@jkd.cctns.in,10.11.88.218,
JSR,Chaibasa,S.B Office,HO,1,,No,No,VPNoBB,,17-10-12,06582-256013,Commissioned,cctns_6582256013@jkd.cctns.in,10.13.99.3,
JSR,Chaibasa,Dy SP HQ 1,HO,2,800,Yes,No,P2P/UTP,,18-10-16,,Commissioned,,,
JSR,Chaibasa,Kiriburu CI,HO,2,800,No,No,VPNODongal-JIO,,,,Commissioned,,,
JSR,Chaibasa,D.I.G Chaibasa,HO,2,800,Yes,No,LL/ 2 Mbps,,20-09-16,,Commissioned,,,
JSR,Chaibasa,Policeline,HO,2,800,Yes,No,LL/ 2 Mbps,,17-09-16,,Commissioned,,,
JSR,Chaibasa,District Control room,HO,2,800,Yes,No,LL/ 2 Mbps,,23-08-16,,Commissioned,,,
JSR,Chaibasa,Sadar CI,HO,2,,No,No,P2P/UTP,VPNODongal-JIO,,,Commissioned,,,
JSR,Chaibasa,Jhinkpani CI,HO,2,,No,No,VPNODongal-JIO,,,,Commissioned,,,
JSR,Chaibasa,Chakradharpur CI,HO,2,,No,No,P2P/UTP,VPNODongal-JIO,,,Commissioned,,,
JSR,Chaibasa,Manoharpur CI,HO,2,,No,No,VPNODongal-JIO,,,,Commissioned,,,
JSR,Chaibasa,S P Office,HO,2,,PTT,No,LL/ 2 Mbps,,06-04-13,,Commissioned,,,
HZB,Chatra,SDPO Tandwa,HO,2,800,No,No,VPNoBB,,25-04-13,06559-244276,Commissioned,vpn_tdw_ps1@jkd.cctns.in,10.11.88.109,
HZB,Chatra,S.B Office,HO,1,,No,No,VPNoBB,,09-05-12,06541-222356,Commissioned,cha_ds_sb@jkd.cctns.in,10.11.88.21,
HZB,Chatra,DSP/SDPO Simaria,HO,2,800,Yes,No,P2P/UTP,,14-07-16,,Commissioned,,,
HZB,Chatra,Pratappur CI,HO,2,,Yes,No,LL/ 2 Mbps,,08-08-16,,Commissioned,,,
HZB,Chatra,Simaria CI,HO,2,800,Yes,No,LL/ 2 Mbps,,13-06-16,,Commissioned,,,
HZB,Chatra,SDPO Chatra,HO,2,800,No,No,LL/ 2 Mbps,,17-06-16,,Commissioned,,,
HZB,Chatra,Policeline,HO,2,800,No,No,Not Feasible,,,,,,,
HZB,Chatra,District Control room,HO,2,800,Yes,No,LL/ 2 Mbps,,25-05-16,,Commissioned,,,
HZB,Chatra,S P Office,HO,2,,PTT,No,LL/ 2 Mbps,,06-04-16,,Commissioned,,,
